ID;Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
4796;2022-09;Papier;;Strassensammlung;;;;7850.0;7.85
4802;2022-09;Karton;;Strassensammlung;;;;1100.0;1.1
4803;2022-09;Papier;;Strassensammlung;;;;7620.0;7.62
4823;2022-09;Karton;;Annahmestelle;;RE Ost;;4090.0;4.09
4826;2022-09;Karton;;Annahmestelle;;RE West;;3240.0;3.24
4831;2022-09;Karton;;Annahmestelle;;RE West;;3600.0;3.6
4835;2022-09;Altmetall;;Strassensammlung;;;;360.0;0.36
4838;2022-09;Altmetall;;Strassensammlung;;;;1360.0;1.36
4853;2022-09;Altmetall;;Strassensammlung;;;;1180.0;1.18
4854;2022-09;Altmetall;;Strassensammlung;;;;640.0;0.64
4855;2022-09;Altmetall;;Strassensammlung;;;;740.0;0.74
4868;2022-10;Dosen;;Annahmestelle;;Sammelstellen;;13590.0;13.59
4872;2022-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
4873;2022-10;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;42.0;0.042
4874;2022-10;Papier;;Strassensammlung;;;;9190.0;9.19
4881;2022-10;Karton;;Strassensammlung;;;;3320.0;3.32
4885;2022-10;Papier;;Strassensammlung;;;;2500.0;2.5
4892;2022-10;Papier;;Strassensammlung;;;;8050.0;8.05
4895;2022-10;Karton;;Strassensammlung;;;;3840.0;3.84
4896;2022-10;Papier;;Strassensammlung;;;;6510.0;6.51
4904;2022-10;Papier;;Strassensammlung;;;;5570.0;5.57
4905;2022-10;Karton;;Strassensammlung;;;;6610.0;6.61
4906;2022-10;Karton;;Strassensammlung;;;;4080.0;4.08
4912;2022-10;Karton;;Annahmestelle;;RE Ost;;4150.0;4.15
4921;2022-10;Karton;;Annahmestelle;;RE Ost;;4100.0;4.1
4925;2022-10;Karton;;Annahmestelle;;RE West;;2740.0;2.74
4927;2022-10;Karton;;Annahmestelle;;RE West;;3300.0;3.3
4935;2022-11;Kehricht;;;;;;1266060.0;1266.06
4940;2022-11;Glas;Braunglas;Annahmestelle;;Sammelstellen;;39310.0;39.31
4944;2022-11;Altmetall;;Annahmestelle;;Werkhof Waldau;;4350.0;4.35
4945;2022-11;Dosen;;Annahmestelle;;Sammelstellen;;17330.0;17.33
4946;2022-11;Papier;;Strassensammlung;;;;8890.0;8.89
4951;2022-11;Papier;;Strassensammlung;;;;2710.0;2.71
4953;2022-11;Karton;;Strassensammlung;;;;3690.0;3.69
4954;2022-11;Karton;;Strassensammlung;;;;2580.0;2.58
4970;2022-11;Karton;;Strassensammlung;;;;2860.0;2.86
4972;2022-11;Karton;;Strassensammlung;;;;3110.0;3.11
4975;2022-11;Karton;;Strassensammlung;;;;2910.0;2.91
4977;2022-11;Papier;;Strassensammlung;;;;6740.0;6.74
4986;2022-11;Karton;;Annahmestelle;;RE Ost;;3800.0;3.8
4989;2022-11;Karton;;Annahmestelle;;RE Ost;;4440.0;4.44
4991;2022-11;Papier;;Annahmestelle;;RE Ost;;9370.0;9.37
4993;2022-11;Karton;;Annahmestelle;;RE Ost;;4450.0;4.45
4994;2022-11;Papier;;Annahmestelle;;RE Ost;;10360.0;10.36
5000;2022-11;Karton;;Annahmestelle;;RE West;;3610.0;3.61
5003;2022-11;Karton;;Annahmestelle;;RE West;;2750.0;2.75
5005;2022-11;Karton;;Annahmestelle;;RE West;;3530.0;3.53
5016;2022-12;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;340.0;0.34
5018;2022-12;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;210.0;0.21
5020;2022-12;Kehricht;;;;;;1319330.0;1319.33
5028;2022-12;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;313.0;0.313
5033;2022-12;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
5034;2022-12;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;21.0;0.021
5038;2022-12;Altöl;;Annahmestelle;;Sammelstellen;;1424.0;1.424
5041;2022-12;Karton;;Strassensammlung;;;;4020.0;4.02
5049;2022-12;Papier;;Strassensammlung;;;;6650.0;6.65
5056;2022-12;Papier;;Strassensammlung;;;;7600.0;7.6
5058;2022-12;Karton;;Strassensammlung;;;;3980.0;3.98
5066;2022-12;Karton;;Strassensammlung;;;;3120.0;3.12
5072;2022-12;Karton;;Strassensammlung;;;;1910.0;1.91
5076;2022-12;Karton;;Annahmestelle;;RE Ost;;3120.0;3.12
5080;2022-12;Karton;;Annahmestelle;;RE Ost;;3940.0;3.94
5081;2022-12;Karton;;Annahmestelle;;RE Ost;;2720.0;2.72
5096;2022-12;Karton;;Annahmestelle;;RE Ost;;4140.0;4.14
5099;2022-12;Karton;;Annahmestelle;;RE West;;4310.0;4.31
5105;2022-12;Papier;;Annahmestelle;;RE West;;6820.0;6.82
5106;2022-12;Karton;;Annahmestelle;;RE West;;3120.0;3.12
5107;2022-12;Karton;;Annahmestelle;;RE West;;4250.0;4.25
5110;2022-12;Karton;;Annahmestelle;;RE West;;3890.0;3.89
5111;2022-12;Papier;;Annahmestelle;;RE West;;5280.0;5.28
5122;2023-01;Kehricht;;;;;;1299470.0;1299.47
5131;2023-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;82.0;0.082
5137;2023-01;Karton;;Strassensammlung;;;;2710.0;2.71
5141;2023-01;Papier;;Strassensammlung;;;;2800.0;2.8
5145;2023-01;Papier;;Strassensammlung;;;;6720.0;6.72
5147;2023-01;Karton;;Strassensammlung;;;;5380.0;5.38
5148;2023-01;Papier;;Strassensammlung;;;;10870.0;10.87
5150;2023-01;Papier;;Strassensammlung;;;;10060.0;10.06
5152;2023-01;Karton;;Strassensammlung;;;;4410.0;4.41
5166;2023-01;Papier;;Strassensammlung;;;;4990.0;4.99
5188;2023-01;Karton;;Annahmestelle;;RE West;;3090.0;3.09
5189;2023-01;Karton;;Annahmestelle;;RE West;;4880.0;4.88
5194;2023-01;Karton;;Annahmestelle;;RE West;;4310.0;4.31
5199;2023-02;Altmetall;;Annahmestelle;;RE West;;6113.0;6.113
5202;2023-02;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;820.0;0.82
5210;2023-02;Papier;;Strassensammlung;;;;2900.0;2.9
5213;2023-02;Papier;;Strassensammlung;;;;6620.0;6.62
5217;2023-02;Karton;;Strassensammlung;;;;2610.0;2.61
5231;2023-02;Papier;;Strassensammlung;;;;6630.0;6.63
5233;2023-02;Papier;;Strassensammlung;;;;7340.0;7.34
5240;2023-02;Karton;;Strassensammlung;;;;4240.0;4.24
5245;2023-02;Karton;;Annahmestelle;;RE Ost;;4360.0;4.36
5253;2023-02;Karton;;Annahmestelle;;RE Ost;;2450.0;2.45
5254;2023-02;Papier;;Annahmestelle;;RE Ost;;9850.0;9.85
5256;2023-02;Karton;;Annahmestelle;;RE West;;2540.0;2.54
5259;2023-02;Papier;;Annahmestelle;;RE West;;12740.0;12.74
5265;2023-02;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
5269;2023-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
5275;2023-02;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
5276;2023-03;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;230.0;0.23
5280;2023-03;Grüngut;;Strassensammlung;;;;171670.0;171.67
5281;2023-03;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1560.0;1.56
5282;2023-03;Glas;Grünglas;Annahmestelle;;Sammelstellen;;92570.0;92.57
5285;2023-03;Dosen;;Annahmestelle;;Sammelstellen;;15890.0;15.89
5289;2023-03;Papier;;Strassensammlung;;;;8030.0;8.03
5290;2023-03;Papier;;Strassensammlung;;;;6920.0;6.92
5292;2023-03;Karton;;Strassensammlung;;;;4440.0;4.44
5293;2023-03;Karton;;Strassensammlung;;;;2700.0;2.7
5294;2023-03;Papier;;Strassensammlung;;;;6410.0;6.41
5298;2023-03;Papier;;Strassensammlung;;;;7120.0;7.12
5306;2023-03;Papier;;Strassensammlung;;;;7880.0;7.88
5309;2023-03;Karton;;Strassensammlung;;;;3540.0;3.54
5312;2023-03;Papier;;Strassensammlung;;;;8090.0;8.09
5314;2023-03;Papier;;Strassensammlung;;;;7040.0;7.04
5319;2023-03;Papier;;Strassensammlung;;;;5690.0;5.69
5322;2023-03;Papier;;Strassensammlung;;;;7100.0;7.1
5330;2023-03;Karton;;Annahmestelle;;RE Ost;;2760.0;2.76
5337;2023-03;Karton;;Annahmestelle;;RE Ost;;4380.0;4.38
5338;2023-03;Karton;;Annahmestelle;;RE Ost;;2860.0;2.86
5340;2023-03;Papier;;Annahmestelle;;RE Ost;;10630.0;10.63
5346;2023-03;Papier;;Annahmestelle;;RE West;;12920.0;12.92
5353;2023-03;Altmetall;;Annahmestelle;;Werkhof Waldau;;5490.0;5.49
5370;2023-04;Glas;Braunglas;Annahmestelle;;Sammelstellen;;27830.0;27.83
5374;2023-04;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;189.0;0.189
5379;2023-04;Altmetall;;Strassensammlung;;;;1340.0;1.34
5384;2023-04;Altmetall;;Strassensammlung;;;;1250.0;1.25
5386;2023-04;Altmetall;;Strassensammlung;;;;660.0;0.66
5390;2023-04;Altmetall;;Strassensammlung;;;;1420.0;1.42
5392;2023-04;Altmetall;;Strassensammlung;;;;1160.0;1.16
5394;2023-04;Altmetall;;Strassensammlung;;;;1220.0;1.22
5397;2023-04;Altmetall;;Strassensammlung;;;;1100.0;1.1
5398;2023-04;Altmetall;;Strassensammlung;;;;490.0;0.49
5402;2023-04;Altmetall;;Strassensammlung;;;;1010.0;1.01
5407;2023-04;Altmetall;;Strassensammlung;;;;520.0;0.52
5412;2023-04;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
5413;2023-04;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
5421;2023-04;Papier;;Strassensammlung;;;;5440.0;5.44
5426;2023-04;Karton;;Strassensammlung;;;;4090.0;4.09
5435;2023-04;Papier;;Strassensammlung;;;;8090.0;8.09
5439;2023-04;Papier;;Strassensammlung;;;;6520.0;6.52
5451;2023-04;Karton;;Annahmestelle;;RE Ost;;3620.0;3.62
5455;2023-04;Papier;;Annahmestelle;;RE Ost;;7940.0;7.94
5463;2023-04;Karton;;Annahmestelle;;RE Ost;;2930.0;2.93
5465;2023-04;Karton;;Annahmestelle;;RE West;;5000.0;5.0
5466;2023-04;Karton;;Annahmestelle;;RE West;;3370.0;3.37
5472;2023-04;Karton;;Annahmestelle;;RE West;;2890.0;2.89
5474;2023-05;Grüngut;;Strassensammlung;;;;244595.0;244.595
5477;2023-05;Glas;Weissglas;Annahmestelle;;Sammelstellen;;85070.0;85.07
5480;2023-05;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;97.0;0.097
5486;2023-05;Papier;;Strassensammlung;;;;6920.0;6.92
5490;2023-05;Karton;;Strassensammlung;;;;2050.0;2.05
5494;2023-05;Papier;;Strassensammlung;;;;2100.0;2.1
5500;2023-05;Karton;;Strassensammlung;;;;5030.0;5.03
5508;2023-05;Papier;;Strassensammlung;;;;7210.0;7.21
5528;2023-05;Papier;;Annahmestelle;;RE Ost;;3470.0;3.47
5538;2023-05;Karton;;Annahmestelle;;RE Ost;;3930.0;3.93
5542;2023-05;Karton;;Annahmestelle;;RE Ost;;4950.0;4.95
5544;2023-05;Karton;;Annahmestelle;;RE West;;4840.0;4.84
5545;2023-05;Karton;;Annahmestelle;;RE West;;2640.0;2.64
5546;2023-05;Karton;;Annahmestelle;;RE West;;4320.0;4.32
5550;2023-05;Karton;;Annahmestelle;;RE West;;4750.0;4.75
13;2016-01;Kehricht;;;;;;1343170.0;1343.17
22;2016-10;Kehricht;;;;;;1300470.0;1300.47
32;2017-08;Kehricht;;;;;;1300820.0;1300.82
44;2018-08;Kehricht;;;;;;1332290.0;1332.29
51;2019-03;Kehricht;;;;;;1320710.0;1320.71
52;2019-04;Kehricht;;;;;;1326900.0;1326.9
56;2019-08;Kehricht;;;;;;1245310.0;1245.31
58;2019-10;Kehricht;;;;;;1365490.0;1365.49
78;2021-06;Kehricht;;;;;;1373700.0;1373.7
81;2021-09;Kehricht;;;;;;1318420.0;1318.42
94;2017-10;Grüngut;;Strassensammlung;;;;104690.0;104.69
95;2017-11;Grüngut;;Strassensammlung;;;;85700.0;85.7
97;2018-01;Grüngut;;Strassensammlung;;;;68970.0;68.97
99;2018-03;Grüngut;;Strassensammlung;;;;80620.0;80.62
107;2018-11;Grüngut;;Strassensammlung;;;;129000.0;129.0
117;2019-09;Grüngut;;Strassensammlung;;;;137410.0;137.41
119;2019-11;Grüngut;;Strassensammlung;;;;144300.0;144.3
120;2019-12;Grüngut;;Strassensammlung;;;;95560.0;95.56
122;2020-02;Grüngut;;Strassensammlung;;;;91140.0;91.14
125;2020-05;Grüngut;;Strassensammlung;;;;187240.0;187.24
136;2021-04;Grüngut;;Strassensammlung;;;;173210.0;173.21
140;2021-08;Grüngut;;Strassensammlung;;;;196000.0;196.0
141;2021-09;Grüngut;;Strassensammlung;;;;208420.0;208.42
144;2021-12;Grüngut;;Strassensammlung;;;;132150.0;132.15
146;2017-02;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
147;2017-03;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;9670.0;9.67
148;2017-04;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
151;2017-07;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;3350.0;3.35
152;2017-08;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;4930.0;4.93
157;2018-01;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;5640.0;5.64
158;2018-02;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
166;2018-10;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;9510.0;9.51
167;2018-11;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;5720.0;5.72
169;2019-01;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
170;2019-02;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1000.0;1.0
174;2019-06;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;5100.0;5.1
183;2020-03;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1260.0;1.26
185;2020-05;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;5600.0;5.6
187;2020-07;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;2980.0;2.98
192;2020-12;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
202;2021-10;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;5240.0;5.24
204;2021-12;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
222;2015-01;Karton;;Strassensammlung;B;;;8950.0;8.95
239;2015-02;Papier;;Strassensammlung;A;;;7850.0;7.85
246;2015-02;Papier;;Strassensammlung;G;;;7330.0;7.33
248;2015-02;Papier;;Strassensammlung;L;;;23390.0;23.39
251;2015-03;Papier;;Strassensammlung;F;;;15320.0;15.32
260;2015-03;Karton;;Strassensammlung;I;;;6190.0;6.19
263;2015-03;Karton;;Strassensammlung;H;;;4600.0;4.6
266;2015-03;Karton;;Strassensammlung;B;;;8700.0;8.7
269;2015-03;Papier;;Strassensammlung;C;;;18820.0;18.82
271;2015-03;Papier;;Strassensammlung;I;;;20290.0;20.29
276;2015-04;Papier;;Strassensammlung;K;;;22330.0;22.33
285;2015-04;Papier;;Strassensammlung;H;;;8170.0;8.17
290;2015-04;Papier;;Strassensammlung;G;;;9660.0;9.66
291;2015-04;Papier;;Strassensammlung;C;;;9130.0;9.13
292;2015-04;Papier;;Strassensammlung;L;;;23530.0;23.53
293;2015-04;Papier;;Strassensammlung;I;;;8940.0;8.94
302;2015-05;Karton;;Strassensammlung;C;;;4960.0;4.96
303;2015-05;Karton;;Strassensammlung;L;;;16210.0;16.21
305;2015-05;Karton;;Strassensammlung;A;;;4200.0;4.2
307;2015-05;Karton;;Strassensammlung;H;;;4000.0;4.0
308;2015-05;Karton;;Strassensammlung;D;;;5060.0;5.06
311;2015-05;Papier;;Strassensammlung;E;;;36390.0;36.39
317;2015-05;Papier;;Strassensammlung;F;;;27110.0;27.11
326;2015-06;Papier;;Strassensammlung;I;;;8000.0;8.0
331;2015-06;Papier;;Strassensammlung;K;;;9360.0;9.36
339;2015-06;Papier;;Strassensammlung;F;;;14590.0;14.59
356;2015-07;Papier;;Strassensammlung;G;;;12840.0;12.84
367;2015-07;Papier;;Strassensammlung;G;;;5040.0;5.04
372;2015-08;Papier;;Strassensammlung;F;;;13360.0;13.36
376;2015-08;Papier;;Strassensammlung;B;;;8130.0;8.13
386;2015-08;Papier;;Strassensammlung;K;;;8690.0;8.69
403;2015-09;Papier;;Strassensammlung;I;;;15220.0;15.22
406;2015-09;Papier;;Strassensammlung;H;;;18830.0;18.83
433;2015-10;Karton;;Strassensammlung;G;;;5920.0;5.92
436;2015-10;Karton;;Strassensammlung;I;;;6040.0;6.04
442;2015-10;Karton;;Strassensammlung;B;;;8660.0;8.66
443;2015-11;Papier;;Strassensammlung;E;;;37380.0;37.38
452;2015-11;Papier;;Strassensammlung;K;;;23290.0;23.29
459;2015-11;Papier;;Strassensammlung;A;;;7680.0;7.68
470;2015-12;Papier;;Strassensammlung;A;;;10070.0;10.07
471;2015-12;Papier;;Strassensammlung;F;;;18920.0;18.92
482;2015-12;Karton;;Strassensammlung;F;;;9300.0;9.3
488;2015-12;Papier;;Strassensammlung;G;;;9780.0;9.78
491;2015-12;Papier;;Strassensammlung;I;;;12070.0;12.07
495;2016-01;Papier;;Strassensammlung;D;;;15740.0;15.74
496;2016-01;Papier;;Strassensammlung;K;;;15940.0;15.94
522;2016-02;Karton;;Strassensammlung;C;;;5130.0;5.13
523;2016-02;Karton;;Strassensammlung;L;;;16500.0;16.5
530;2016-02;Karton;;Strassensammlung;B;;;8880.0;8.88
531;2016-02;Papier;;Strassensammlung;E;;;34380.0;34.38
544;2016-03;Papier;;Strassensammlung;C;;;7660.0;7.66
548;2016-03;Papier;;Strassensammlung;F;;;15490.0;15.49
552;2016-03;Papier;;Strassensammlung;B;;;12220.0;12.22
558;2016-03;Papier;;Strassensammlung;A;;;9160.0;9.16
562;2016-03;Papier;;Strassensammlung;K;;;10160.0;10.16
568;2016-04;Karton;;Strassensammlung;I;;;6850.0;6.85
572;2016-04;Karton;;Strassensammlung;D;;;5100.0;5.1
580;2016-04;Papier;;Strassensammlung;A;;;15490.0;15.49
591;2016-05;Papier;;Strassensammlung;A;;;5850.0;5.85
603;2016-05;Papier;;Strassensammlung;F;;;12230.0;12.23
605;2016-05;Papier;;Strassensammlung;D;;;9140.0;9.14
606;2016-05;Papier;;Strassensammlung;K;;;9540.0;9.54
610;2016-06;Karton;;Strassensammlung;C;;;4750.0;4.75
613;2016-06;Karton;;Strassensammlung;A;;;4660.0;4.66
628;2016-06;Papier;;Strassensammlung;K;;;17890.0;17.89
634;2016-06;Papier;;Strassensammlung;I;;;7500.0;7.5
636;2016-07;Papier;;Strassensammlung;F;;;13550.0;13.55
638;2016-07;Papier;;Strassensammlung;D;;;8760.0;8.76
646;2016-07;Karton;;Strassensammlung;A;;;3310.0;3.31
651;2016-07;Karton;;Strassensammlung;B;;;5840.0;5.84
653;2016-07;Papier;;Strassensammlung;G;;;12350.0;12.35
654;2016-07;Papier;;Strassensammlung;C;;;9770.0;9.77
655;2016-07;Karton;;Strassensammlung;L;;;13880.0;13.88
659;2016-08;Papier;;Strassensammlung;H;;;8720.0;8.72
665;2016-08;Papier;;Strassensammlung;C;;;6710.0;6.71
673;2016-08;Papier;;Strassensammlung;B;;;8930.0;8.93
674;2016-08;Karton;;Strassensammlung;E;;;8140.0;8.14
675;2016-08;Karton;;Strassensammlung;G;;;5180.0;5.18
683;2016-09;Karton;;Strassensammlung;K;;;4200.0;4.2
691;2016-09;Papier;;Strassensammlung;F;;;26160.0;26.16
696;2016-09;Papier;;Strassensammlung;E;;;17520.0;17.52
697;2016-09;Papier;;Strassensammlung;G;;;6630.0;6.63
698;2016-09;Papier;;Strassensammlung;C;;;7450.0;7.45
699;2016-09;Karton;;Strassensammlung;L;;;16540.0;16.54
702;2016-09;Papier;;Strassensammlung;F;;;14030.0;14.03
707;2016-10;Karton;;Strassensammlung;E;;;7310.0;7.31
717;2016-10;Karton;;Strassensammlung;B;;;6290.0;6.29
720;2016-10;Papier;;Strassensammlung;C;;;15170.0;15.17
724;2016-10;Papier;;Strassensammlung;F;;;26900.0;26.9
729;2016-10;Papier;;Strassensammlung;E;;;10320.0;10.32
743;2016-11;Karton;;Strassensammlung;L;;;17720.0;17.72
760;2016-12;Papier;;Strassensammlung;K;;;19950.0;19.95
761;2016-12;Papier;;Strassensammlung;B;;;22720.0;22.72
771;2016-12;Papier;;Strassensammlung;K;;;7870.0;7.87
773;2016-12;Karton;;Strassensammlung;E;;;9530.0;9.53
775;2016-12;Karton;;Strassensammlung;C;;;3240.0;3.24
784;2017-01;Papier;;Strassensammlung;E;;;26800.0;26.8
787;2017-01;Karton;;Strassensammlung;L;;;16510.0;16.51
796;2017-01;Papier;;Strassensammlung;G;;;6210.0;6.21
801;2017-01;Papier;;Strassensammlung;F;;;12780.0;12.78
807;2017-02;Karton;;Strassensammlung;G;;;5060.0;5.06
820;2017-02;Papier;;Strassensammlung;L;;;20000.0;20.0
821;2017-02;Papier;;Strassensammlung;I;;;14410.0;14.41
833;2017-03;Papier;;Strassensammlung;A;;;6930.0;6.93
837;2017-03;Papier;;Strassensammlung;K;;;9150.0;9.15
838;2017-03;Papier;;Strassensammlung;B;;;9400.0;9.4
844;2017-03;Karton;;Strassensammlung;A;;;4000.0;4.0
845;2017-03;Karton;;Strassensammlung;F;;;7480.0;7.48
847;2017-03;Karton;;Strassensammlung;D;;;4250.0;4.25
857;2017-04;Papier;;Strassensammlung;H;;;15900.0;15.9
860;2017-04;Papier;;Strassensammlung;B;;;17760.0;17.76
861;2017-04;Papier;;Strassensammlung;E;;;12610.0;12.61
864;2017-04;Papier;;Strassensammlung;L;;;16470.0;16.47
865;2017-04;Papier;;Strassensammlung;I;;;5160.0;5.16
873;2017-05;Karton;;Strassensammlung;G;;;3740.0;3.74
876;2017-05;Karton;;Strassensammlung;I;;;4510.0;4.51
879;2017-05;Karton;;Strassensammlung;H;;;3320.0;3.32
880;2017-05;Karton;;Strassensammlung;D;;;4030.0;4.03
883;2017-05;Papier;;Strassensammlung;E;;;32270.0;32.27
886;2017-05;Papier;;Strassensammlung;L;;;20020.0;20.02
894;2017-05;Papier;;Strassensammlung;E;;;15050.0;15.05
900;2017-06;Papier;;Strassensammlung;F;;;13480.0;13.48
910;2017-06;Karton;;Strassensammlung;A;;;3240.0;3.24
916;2017-06;Papier;;Strassensammlung;E;;;28860.0;28.86
923;2017-07;Papier;;Strassensammlung;H;;;14810.0;14.81
940;2017-07;Karton;;Strassensammlung;C;;;3480.0;3.48
942;2017-07;Karton;;Strassensammlung;I;;;3580.0;3.58
944;2017-07;Karton;;Strassensammlung;F;;;5820.0;5.82
945;2017-08;Karton;;Strassensammlung;H;;;2270.0;2.27
946;2017-08;Karton;;Strassensammlung;D;;;2670.0;2.67
956;2017-08;Papier;;Strassensammlung;H;;;10470.0;10.47
958;2017-08;Papier;;Strassensammlung;K;;;12380.0;12.38
983;2017-09;Papier;;Strassensammlung;G;;;11840.0;11.84
985;2017-09;Karton;;Strassensammlung;L;;;11500.0;11.5
987;2017-09;Papier;;Strassensammlung;A;;;14550.0;14.55
990;2017-09;Papier;;Strassensammlung;D;;;16030.0;16.03
992;2017-09;Papier;;Strassensammlung;B;;;19910.0;19.91
999;2017-10;Papier;;Strassensammlung;F;;;11280.0;11.28
1001;2017-10;Papier;;Strassensammlung;D;;;7630.0;7.63
1007;2017-10;Karton;;Strassensammlung;L;;;14940.0;14.94
1020;2017-11;Papier;;Strassensammlung;A;;;15110.0;15.11
1022;2017-11;Papier;;Strassensammlung;H;;;15690.0;15.69
1025;2017-11;Papier;;Strassensammlung;B;;;20230.0;20.23
1049;2017-12;Papier;;Strassensammlung;G;;;13030.0;13.03
1055;2017-12;Papier;;Strassensammlung;H;;;15030.0;15.03
1061;2017-12;Papier;;Strassensammlung;L;;;15860.0;15.86
1073;2018-01;Karton;;Strassensammlung;L;;;15660.0;15.66
1074;2018-01;Karton;;Strassensammlung;I;;;4970.0;4.97
1077;2018-01;Karton;;Strassensammlung;H;;;4190.0;4.19
1085;2018-01;Papier;;Strassensammlung;I;;;14160.0;14.16
1090;2018-02;Papier;;Strassensammlung;K;;;14750.0;14.75
1092;2018-02;Papier;;Strassensammlung;E;;;14290.0;14.29
1095;2018-02;Karton;;Strassensammlung;L;;;14560.0;14.56
1098;2018-02;Papier;;Strassensammlung;F;;;11080.0;11.08
1102;2018-02;Papier;;Strassensammlung;B;;;7000.0;7.0
1103;2018-02;Karton;;Strassensammlung;E;;;8730.0;8.73
1104;2018-02;Karton;;Strassensammlung;G;;;4110.0;4.11
1105;2018-02;Karton;;Strassensammlung;C;;;3680.0;3.68
1111;2018-02;Karton;;Strassensammlung;D;;;3830.0;3.83
1112;2018-03;Karton;;Strassensammlung;K;;;3230.0;3.23
1117;2018-03;Karton;;Strassensammlung;L;;;14930.0;14.93
1121;2018-03;Papier;;Strassensammlung;H;;;14700.0;14.7
1136;2018-04;Karton;;Strassensammlung;E;;;9390.0;9.39
1137;2018-04;Karton;;Strassensammlung;G;;;4030.0;4.03
1144;2018-04;Karton;;Strassensammlung;D;;;4120.0;4.12
1145;2018-04;Karton;;Strassensammlung;K;;;3580.0;3.58
1158;2018-04;Papier;;Strassensammlung;E;;;16910.0;16.91
1163;2018-05;Papier;;Strassensammlung;A;;;7210.0;7.21
1165;2018-05;Papier;;Strassensammlung;H;;;7050.0;7.05
1167;2018-05;Papier;;Strassensammlung;K;;;5770.0;5.77
1173;2018-05;Karton;;Strassensammlung;I;;;4610.0;4.61
1180;2018-05;Papier;;Strassensammlung;E;;;25600.0;25.6
1185;2018-06;Papier;;Strassensammlung;A;;;12070.0;12.07
1187;2018-06;Papier;;Strassensammlung;H;;;12100.0;12.1
1197;2018-06;Papier;;Strassensammlung;F;;;9900.0;9.9
1198;2018-06;Papier;;Strassensammlung;H;;;5980.0;5.98
1212;2018-07;Karton;;Strassensammlung;B;;;5870.0;5.87
1215;2018-07;Papier;;Strassensammlung;C;;;11440.0;11.44
1221;2018-07;Papier;;Strassensammlung;D;;;13410.0;13.41
1223;2018-07;Papier;;Strassensammlung;B;;;13320.0;13.32
1226;2018-07;Papier;;Strassensammlung;C;;;4340.0;4.34
1233;2018-08;Papier;;Strassensammlung;K;;;4110.0;4.11
1240;2018-08;Karton;;Strassensammlung;A;;;2900.0;2.9
1241;2018-08;Karton;;Strassensammlung;F;;;7400.0;7.4
1247;2018-08;Papier;;Strassensammlung;G;;;7780.0;7.78
1252;2018-08;Papier;;Strassensammlung;F;;;21350.0;21.35
1257;2018-09;Papier;;Strassensammlung;E;;;14940.0;14.94
