ID;Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
1036;2017-11;Papier;;Strassensammlung;B;;;10370.0;10.37
1038;2017-11;Karton;;Strassensammlung;G;;;4320.0;4.32
1040;2017-11;Papier;;Strassensammlung;L;;;22590.0;22.59
1044;2017-12;Karton;;Strassensammlung;H;;;2930.0;2.93
1045;2017-12;Karton;;Strassensammlung;D;;;4220.0;4.22
1047;2017-12;Karton;;Strassensammlung;B;;;7790.0;7.79
1050;2017-12;Papier;;Strassensammlung;C;;;13870.0;13.87
1052;2017-12;Papier;;Strassensammlung;I;;;14980.0;14.98
1057;2017-12;Papier;;Strassensammlung;K;;;14770.0;14.77
1060;2017-12;Papier;;Strassensammlung;C;;;4920.0;4.92
1064;2017-12;Papier;;Strassensammlung;A;;;4700.0;4.7
1067;2018-01;Papier;;Strassensammlung;D;;;5650.0;5.65
1070;2018-01;Karton;;Strassensammlung;E;;;11450.0;11.45
1071;2018-01;Karton;;Strassensammlung;G;;;4060.0;4.06
1072;2018-01;Karton;;Strassensammlung;C;;;4990.0;4.99
1087;2018-01;Papier;;Strassensammlung;F;;;23580.0;23.58
1088;2018-01;Papier;;Strassensammlung;H;;;14600.0;14.6
1093;2018-02;Papier;;Strassensammlung;G;;;5220.0;5.22
1101;2018-02;Papier;;Strassensammlung;K;;;6170.0;6.17
1107;2018-02;Karton;;Strassensammlung;I;;;4250.0;4.25
1119;2018-03;Papier;;Strassensammlung;A;;;13530.0;13.53
1120;2018-03;Papier;;Strassensammlung;F;;;25290.0;25.29
1127;2018-03;Papier;;Strassensammlung;C;;;5670.0;5.67
1130;2018-03;Papier;;Strassensammlung;A;;;6580.0;6.58
1141;2018-04;Karton;;Strassensammlung;A;;;3330.0;3.33
1147;2018-04;Papier;;Strassensammlung;E;;;30200.0;30.2
1148;2018-04;Papier;;Strassensammlung;G;;;11270.0;11.27
1152;2018-04;Papier;;Strassensammlung;A;;;12470.0;12.47
1156;2018-04;Papier;;Strassensammlung;K;;;13870.0;13.87
1160;2018-05;Papier;;Strassensammlung;C;;;6150.0;6.15
1166;2018-05;Papier;;Strassensammlung;D;;;7230.0;7.23
1172;2018-05;Papier;;Strassensammlung;L;;;15730.0;15.73
1177;2018-05;Karton;;Strassensammlung;D;;;4330.0;4.33
1178;2018-05;Karton;;Strassensammlung;K;;;3550.0;3.55
1179;2018-05;Karton;;Strassensammlung;B;;;7070.0;7.07
1189;2018-06;Papier;;Strassensammlung;K;;;13500.0;13.5
1205;2018-06;Karton;;Strassensammlung;L;;;12260.0;12.26
1206;2018-06;Karton;;Strassensammlung;I;;;4370.0;4.37
1214;2018-07;Papier;;Strassensammlung;G;;;9330.0;9.33
1218;2018-07;Papier;;Strassensammlung;A;;;11190.0;11.19
1230;2018-07;Papier;;Strassensammlung;F;;;7750.0;7.75
1242;2018-08;Karton;;Strassensammlung;H;;;3580.0;3.58
1243;2018-08;Karton;;Strassensammlung;D;;;3670.0;3.67
1244;2018-08;Karton;;Strassensammlung;K;;;3410.0;3.41
1245;2018-08;Karton;;Strassensammlung;B;;;5480.0;5.48
1251;2018-08;Papier;;Strassensammlung;A;;;10440.0;10.44
1253;2018-08;Papier;;Strassensammlung;H;;;11050.0;11.05
1255;2018-08;Papier;;Strassensammlung;K;;;12930.0;12.93
1259;2018-09;Papier;;Strassensammlung;C;;;6050.0;6.05
1272;2018-09;Karton;;Strassensammlung;I;;;5100.0;5.1
1273;2018-09;Karton;;Strassensammlung;A;;;3240.0;3.24
1279;2018-10;Papier;;Strassensammlung;E;;;28580.0;28.58
1281;2018-10;Papier;;Strassensammlung;C;;;10670.0;10.67
1287;2018-10;Papier;;Strassensammlung;D;;;12820.0;12.82
1288;2018-10;Papier;;Strassensammlung;K;;;12990.0;12.99
1299;2018-10;Papier;;Strassensammlung;K;;;6480.0;6.48
1309;2018-11;Karton;;Strassensammlung;D;;;3950.0;3.95
1313;2018-11;Papier;;Strassensammlung;G;;;11170.0;11.17
1319;2018-11;Papier;;Strassensammlung;H;;;12930.0;12.93
1320;2018-11;Papier;;Strassensammlung;D;;;14920.0;14.92
1325;2018-11;Papier;;Strassensammlung;C;;;6940.0;6.94
1343;2018-12;Karton;;Strassensammlung;K;;;3480.0;3.48
1347;2018-12;Papier;;Strassensammlung;C;;;7680.0;7.68
1348;2018-12;Papier;;Strassensammlung;L;;;13570.0;13.57
1349;2018-12;Papier;;Strassensammlung;I;;;7880.0;7.88
1353;2019-01;Papier;;Strassensammlung;D;;;10120.0;10.12
1361;2019-01;Papier;;Strassensammlung;A;;;3980.0;3.98
1362;2019-01;Papier;;Strassensammlung;F;;;11150.0;11.15
1378;2019-02;Papier;;Strassensammlung;E;;;22210.0;22.21
1380;2019-02;Papier;;Strassensammlung;C;;;11150.0;11.15
1390;2019-02;Papier;;Strassensammlung;G;;;5650.0;5.65
1392;2019-02;Papier;;Strassensammlung;L;;;17450.0;17.45
1396;2019-02;Papier;;Strassensammlung;H;;;5760.0;5.76
1405;2019-03;Karton;;Strassensammlung;A;;;3970.0;3.97
1408;2019-03;Karton;;Strassensammlung;D;;;4910.0;4.91
1412;2019-03;Papier;;Strassensammlung;G;;;9780.0;9.78
1415;2019-03;Papier;;Strassensammlung;I;;;12240.0;12.24
1435;2019-04;Karton;;Strassensammlung;C;;;3410.0;3.41
1438;2019-04;Karton;;Strassensammlung;A;;;3070.0;3.07
1441;2019-04;Karton;;Strassensammlung;D;;;4190.0;4.19
1442;2019-04;Karton;;Strassensammlung;K;;;3930.0;3.93
1449;2019-05;Papier;;Strassensammlung;A;;;11060.0;11.06
1450;2019-05;Papier;;Strassensammlung;F;;;18660.0;18.66
1464;2019-05;Papier;;Strassensammlung;K;;;5660.0;5.66
1466;2019-05;Karton;;Strassensammlung;E;;;9250.0;9.25
1483;2019-06;Papier;;Strassensammlung;F;;;20320.0;20.32
1484;2019-06;Papier;;Strassensammlung;H;;;11560.0;11.56
1487;2019-06;Papier;;Strassensammlung;B;;;13030.0;13.03
1495;2019-07;Papier;;Strassensammlung;H;;;5520.0;5.52
1503;2019-07;Karton;;Strassensammlung;I;;;4290.0;4.29
1508;2019-07;Karton;;Strassensammlung;K;;;3320.0;3.32
1509;2019-07;Karton;;Strassensammlung;B;;;6270.0;6.27
1518;2019-07;Papier;;Strassensammlung;D;;;8220.0;8.22
1520;2019-08;Papier;;Strassensammlung;B;;;6100.0;6.1
1527;2019-08;Papier;;Strassensammlung;F;;;10570.0;10.57
1534;2019-08;Karton;;Strassensammlung;C;;;3250.0;3.25
1535;2019-08;Karton;;Strassensammlung;L;;;12210.0;12.21
1551;2019-09;Papier;;Strassensammlung;D;;;11990.0;11.99
1554;2019-09;Papier;;Strassensammlung;E;;;13860.0;13.86
1556;2019-09;Papier;;Strassensammlung;C;;;5360.0;5.36
1560;2019-09;Papier;;Strassensammlung;F;;;11750.0;11.75
1567;2019-10;Karton;;Strassensammlung;C;;;3740.0;3.74
1573;2019-10;Karton;;Strassensammlung;D;;;4200.0;4.2
1578;2019-10;Papier;;Strassensammlung;C;;;10940.0;10.94
1582;2019-10;Papier;;Strassensammlung;F;;;21950.0;21.95
1593;2019-11;Papier;;Strassensammlung;F;;;11550.0;11.55
1599;2019-11;Karton;;Strassensammlung;G;;;5060.0;5.06
1607;2019-11;Karton;;Strassensammlung;K;;;3550.0;3.55
1610;2019-11;Papier;;Strassensammlung;G;;;10280.0;10.28
1616;2019-12;Papier;;Strassensammlung;H;;;12010.0;12.01
1617;2019-12;Papier;;Strassensammlung;D;;;14460.0;14.46
1619;2019-12;Papier;;Strassensammlung;B;;;15020.0;15.02
1621;2019-12;Papier;;Strassensammlung;G;;;4720.0;4.72
1624;2019-12;Papier;;Strassensammlung;I;;;6480.0;6.48
1631;2019-12;Karton;;Strassensammlung;E;;;9760.0;9.76
1634;2019-12;Karton;;Strassensammlung;C;;;2930.0;2.93
1640;2020-01;Karton;;Strassensammlung;K;;;2150.0;2.15
1641;2020-01;Karton;;Strassensammlung;B;;;6150.0;6.15
1644;2020-01;Papier;;Strassensammlung;C;;;9430.0;9.43
1649;2020-01;Papier;;Strassensammlung;H;;;9360.0;9.36
1654;2020-01;Papier;;Strassensammlung;G;;;4680.0;4.68
1667;2020-02;Karton;;Strassensammlung;L;;;14000.0;14.0
1686;2020-03;Papier;;Strassensammlung;E;;;12230.0;12.23
1692;2020-03;Papier;;Strassensammlung;F;;;10360.0;10.36
1697;2020-03;Karton;;Strassensammlung;E;;;9770.0;9.77
1714;2020-04;Papier;;Strassensammlung;F;;;22200.0;22.2
1732;2020-04;Karton;;Strassensammlung;C;;;6110.0;6.11
1740;2020-05;Karton;;Strassensammlung;B;;;8140.0;8.14
1741;2020-05;Papier;;Strassensammlung;E;;;20640.0;20.64
1748;2020-05;Papier;;Strassensammlung;H;;;10570.0;10.57
1750;2020-05;Papier;;Strassensammlung;K;;;7340.0;7.34
1751;2020-05;Papier;;Strassensammlung;B;;;9260.0;9.26
1752;2020-05;Papier;;Strassensammlung;E;;;10260.0;10.26
1756;2020-05;Papier;;Strassensammlung;I;;;4980.0;4.98
1759;2020-06;Papier;;Strassensammlung;H;;;3800.0;3.8
1760;2020-06;Papier;;Strassensammlung;D;;;5950.0;5.95
1765;2020-06;Karton;;Strassensammlung;C;;;5490.0;5.49
1775;2020-06;Papier;;Strassensammlung;G;;;7250.0;7.25
1777;2020-06;Karton;;Strassensammlung;L;;;12710.0;12.71
1781;2020-06;Papier;;Strassensammlung;H;;;10840.0;10.84
1783;2020-07;Papier;;Strassensammlung;L West;;;2100.0;2.1
1796;2020-07;Karton;;Strassensammlung;K;;;2640.0;2.64
1798;2020-07;Papier;;Strassensammlung;E;;;17570.0;17.57
1799;2020-07;Papier;;Strassensammlung;G;;;6920.0;6.92
1801;2020-07;Papier;;Strassensammlung;L Ost;;;7560.0;7.56
1808;2020-07;Papier;;Strassensammlung;K;;;7980.0;7.98
1810;2020-08;Karton;;Strassensammlung;E;;;7800.0;7.8
1816;2020-08;Karton;;Strassensammlung;F;;;6730.0;6.73
1818;2020-08;Karton;;Strassensammlung;D;;;2420.0;2.42
1821;2020-08;Karton;;Strassensammlung;B;;;5050.0;5.05
1826;2020-08;Papier;;Strassensammlung;I;;;7680.0;7.68
1845;2020-09;Karton;;Strassensammlung;B;;;5860.0;5.86
1848;2020-09;Papier;;Strassensammlung;C;;;8620.0;8.62
1853;2020-09;Papier;;Strassensammlung;H;;;10850.0;10.85
1865;2020-10;Karton;;Strassensammlung;H;;;2650.0;2.65
1867;2020-10;Karton;;Strassensammlung;L West;;;3840.0;3.84
1870;2020-10;Papier;;Strassensammlung;E;;;22990.0;22.99
1872;2020-10;Papier;;Strassensammlung;C;;;8360.0;8.36
1883;2020-10;Karton;;Strassensammlung;G;;;4270.0;4.27
1891;2020-11;Karton;;Strassensammlung;L West;;;9960.0;9.96
1893;2020-11;Karton;;Strassensammlung;B;;;6340.0;6.34
1894;2020-11;Papier;;Strassensammlung;E;;;25740.0;25.74
1896;2020-11;Papier;;Strassensammlung;C;;;10440.0;10.44
1898;2020-11;Papier;;Strassensammlung;I;;;10470.0;10.47
1903;2020-11;Papier;;Strassensammlung;L West;;;6320.0;6.32
1904;2020-11;Papier;;Strassensammlung;K;;;11510.0;11.51
1906;2020-11;Karton;;Strassensammlung;E;;;8810.0;8.81
1908;2020-11;Karton;;Strassensammlung;C;;;3430.0;3.43
1912;2020-11;Karton;;Strassensammlung;F;;;7780.0;7.78
1923;2020-12;Papier;;Strassensammlung;A;;;9820.0;9.82
1930;2020-12;Karton;;Strassensammlung;E;;;9930.0;9.93
1932;2020-12;Karton;;Strassensammlung;C;;;3520.0;3.52
1938;2020-12;Karton;;Strassensammlung;D;;;4720.0;4.72
1944;2021-01;Papier;;Strassensammlung;C;;;7760.0;7.76
1959;2021-01;Karton;;Strassensammlung;A;;;3370.0;3.37
1960;2021-01;Karton;;Strassensammlung;F;;;10150.0;10.15
1963;2021-01;Karton;;Strassensammlung;L West;;;2480.0;2.48
1966;2021-02;Papier;;Strassensammlung;E;;;18370.0;18.37
1967;2021-02;Papier;;Strassensammlung;G;;;6990.0;6.99
1981;2021-02;Karton;;Strassensammlung;L Ost;;;6970.0;6.97
1988;2021-02;Karton;;Strassensammlung;K;;;3100.0;3.1
1991;2021-03;Papier;;Strassensammlung;G;;;6990.0;6.99
1998;2021-03;Papier;;Strassensammlung;D;;;12100.0;12.1
2000;2021-03;Papier;;Strassensammlung;K;;;10030.0;10.03
3503;2019-12;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
3509;2020-06;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3520;2021-05;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3528;2015-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
3530;2015-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
3554;2017-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3556;2017-05;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
3566;2018-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
3576;2019-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
3579;2019-04;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
3585;2019-10;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3590;2020-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3595;2020-08;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
3606;2021-07;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3608;2021-09;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
3624;2016-01;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
3629;2016-06;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3635;2016-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
3637;2017-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3642;2017-07;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
3645;2017-10;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
3654;2018-07;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
3659;2018-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
3663;2019-04;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3749;2019-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
3756;2020-01;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
3778;2021-11;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
3779;2021-12;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
3795;2016-04;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
3804;2017-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
3821;2018-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
3822;2018-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
3837;2019-10;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
3872;2015-09;Altöl;;Annahmestelle;;Sammelstellen;;546.0;0.546
3888;2017-01;Altöl;;Annahmestelle;;Sammelstellen;;635.0;0.635
3926;2020-03;Altöl;;Annahmestelle;;Sammelstellen;;545.0;0.545
2003;2021-03;Karton;;Strassensammlung;G;;;4410.0;4.41
2006;2021-03;Karton;;Strassensammlung;I;;;3920.0;3.92
2008;2021-03;Karton;;Strassensammlung;F;;;7610.0;7.61
2010;2021-03;Karton;;Strassensammlung;D;;;5350.0;5.35
2020;2021-04;Papier;;Strassensammlung;F;;;15300.0;15.3
2022;2021-04;Papier;;Strassensammlung;D;;;6520.0;6.52
2023;2021-04;Papier;;Strassensammlung;L West;;;6250.0;6.25
2027;2021-04;Karton;;Strassensammlung;G;;;3840.0;3.84
2030;2021-04;Karton;;Strassensammlung;I;;;4140.0;4.14
2038;2021-04;Papier;;Strassensammlung;E;;;21400.0;21.4
2040;2021-04;Papier;;Strassensammlung;C;;;7630.0;7.63
2042;2021-04;Papier;;Strassensammlung;I;;;8400.0;8.4
2049;2021-05;Papier;;Strassensammlung;B;;;11630.0;11.63
2051;2021-05;Karton;;Strassensammlung;G;;;4540.0;4.54
2052;2021-05;Karton;;Strassensammlung;C;;;3920.0;3.92
2063;2021-05;Papier;;Strassensammlung;G;;;6090.0;6.09
2066;2021-05;Papier;;Strassensammlung;I;;;8900.0;8.9
2067;2021-05;Papier;;Strassensammlung;A;;;8850.0;8.85
2071;2021-06;Papier;;Strassensammlung;L West;;;4370.0;4.37
2079;2021-06;Karton;;Strassensammlung;A;;;4000.0;4.0
2084;2021-06;Karton;;Strassensammlung;K;;;2980.0;2.98
2086;2021-06;Papier;;Strassensammlung;E;;;20160.0;20.16
2087;2021-06;Papier;;Strassensammlung;G;;;8160.0;8.16
2095;2021-06;Papier;;Strassensammlung;L West;;;4310.0;4.31
2098;2021-07;Karton;;Strassensammlung;E;;;9150.0;9.15
2100;2021-07;Karton;;Strassensammlung;C;;;3570.0;3.57
2107;2021-07;Karton;;Strassensammlung;L West;;;8640.0;8.64
2108;2021-07;Karton;;Strassensammlung;K;;;3070.0;3.07
2111;2021-07;Papier;;Strassensammlung;G;;;5590.0;5.59
2114;2021-07;Papier;;Strassensammlung;I;;;7280.0;7.28
2117;2021-07;Papier;;Strassensammlung;H;;;7450.0;7.45
2127;2021-08;Karton;;Strassensammlung;A;;;2870.0;2.87
2139;2021-08;Papier;;Strassensammlung;A;;;6460.0;6.46
2141;2021-08;Papier;;Strassensammlung;H;;;8590.0;8.59
2143;2021-08;Papier;;Strassensammlung;L West;;;4650.0;4.65
2146;2021-08;Karton;;Strassensammlung;E;;;9170.0;9.17
2158;2021-09;Papier;;Strassensammlung;E;;;21340.0;21.34
2161;2021-09;Papier;;Strassensammlung;L Ost;;;7180.0;7.18
2168;2021-09;Papier;;Strassensammlung;K;;;9030.0;9.03
2175;2021-10;Karton;;Strassensammlung;A;;;3300.0;3.3
2179;2021-10;Karton;;Strassensammlung;L West;;;3930.0;3.93
2184;2021-10;Papier;;Strassensammlung;C;;;7300.0;7.3
2187;2021-10;Papier;;Strassensammlung;A;;;9000.0;9.0
2189;2021-10;Papier;;Strassensammlung;H;;;9700.0;9.7
2195;2021-10;Karton;;Strassensammlung;G;;;4560.0;4.56
2199;2021-10;Karton;;Strassensammlung;A;;;3350.0;3.35
2205;2021-11;Karton;;Strassensammlung;B;;;5900.0;5.9
2207;2021-11;Papier;;Strassensammlung;G;;;8270.0;8.27
2212;2021-11;Papier;;Strassensammlung;F;;;20130.0;20.13
2213;2021-11;Papier;;Strassensammlung;H;;;10960.0;10.96
2217;2021-11;Papier;;Strassensammlung;B;;;13530.0;13.53
2218;2021-11;Karton;;Strassensammlung;E;;;9150.0;9.15
2229;2021-12;Karton;;Strassensammlung;B;;;5890.0;5.89
2231;2021-12;Papier;;Strassensammlung;G;;;8240.0;8.24
2239;2021-12;Papier;;Strassensammlung;L West;;;13400.0;13.4
2243;2021-12;Karton;;Strassensammlung;G;;;4670.0;4.67
2247;2021-12;Karton;;Strassensammlung;A;;;4190.0;4.19
2260;2015-04;Papier;;Annahmestelle;;RE West;;23900.0;23.9
2270;2015-09;Papier;;Annahmestelle;;RE West;;25100.0;25.1
2276;2015-12;Papier;;Annahmestelle;;RE West;;31870.0;31.87
2280;2016-02;Papier;;Annahmestelle;;RE West;;23830.0;23.83
2281;2016-02;Karton;;Annahmestelle;;RE West;;11180.0;11.18
2282;2016-03;Papier;;Annahmestelle;;RE West;;26280.0;26.28
2291;2016-07;Karton;;Annahmestelle;;RE West;;9480.0;9.48
2292;2016-08;Papier;;Annahmestelle;;RE West;;20120.0;20.12
2294;2016-09;Papier;;Annahmestelle;;RE West;;21690.0;21.69
2298;2016-11;Papier;;Annahmestelle;;RE West;;25720.0;25.72
2311;2017-05;Karton;;Annahmestelle;;RE West;;9860.0;9.86
2313;2017-06;Karton;;Annahmestelle;;RE West;;3080.0;3.08
2321;2017-10;Karton;;Annahmestelle;;RE West;;6210.0;6.21
2325;2017-12;Karton;;Annahmestelle;;RE West;;7030.0;7.03
2326;2018-01;Papier;;Annahmestelle;;RE West;;28710.0;28.71
2329;2018-02;Karton;;Annahmestelle;;RE West;;5200.0;5.2
2333;2018-04;Karton;;Annahmestelle;;RE West;;11300.0;11.3
2335;2018-05;Karton;;Annahmestelle;;RE West;;12060.0;12.06
2339;2018-07;Karton;;Annahmestelle;;RE West;;10740.0;10.74
2352;2019-02;Papier;;Annahmestelle;;RE West;;16040.0;16.04
2353;2019-02;Karton;;Annahmestelle;;RE West;;6360.0;6.36
2355;2019-03;Karton;;Annahmestelle;;RE West;;5910.0;5.91
2367;2019-09;Karton;;Annahmestelle;;RE West;;7910.0;7.91
2371;2019-11;Karton;;Annahmestelle;;RE West;;12880.0;12.88
2375;2020-01;Karton;;Annahmestelle;;RE West;;30320.0;30.32
2376;2020-02;Papier;;Annahmestelle;;RE West;;32110.0;32.11
2377;2020-02;Karton;;Annahmestelle;;RE West;;28860.0;28.86
2379;2020-03;Karton;;Annahmestelle;;RE West;;30890.0;30.89
2382;2020-05;Papier;;Annahmestelle;;RE West;;34430.0;34.43
2385;2020-06;Karton;;Annahmestelle;;RE West;;37860.0;37.86
2389;2020-08;Karton;;Annahmestelle;;RE West;;34060.0;34.06
2392;2020-10;Papier;;Annahmestelle;;RE West;;40750.0;40.75
2406;2021-05;Papier;;Annahmestelle;;RE West;;32810.0;32.81
2409;2021-06;Karton;;Annahmestelle;;RE West;;29930.0;29.93
2411;2021-07;Karton;;Annahmestelle;;RE West;;32520.0;32.52
2418;2021-11;Papier;;Annahmestelle;;RE West;;31780.0;31.78
2421;2021-12;Karton;;Annahmestelle;;RE West;;41270.0;41.27
2422;2015-01;Papier;;Annahmestelle;;RE Ost;;25450.0;25.45
2423;2015-01;Karton;;Annahmestelle;;RE Ost;;3670.0;3.67
2428;2015-04;Papier;;Annahmestelle;;RE Ost;;12910.0;12.91
2429;2015-04;Karton;;Annahmestelle;;RE Ost;;6530.0;6.53
2441;2015-10;Karton;;Annahmestelle;;RE Ost;;6890.0;6.89
2444;2015-12;Papier;;Annahmestelle;;RE Ost;;39920.0;39.92
2446;2016-01;Papier;;Annahmestelle;;RE Ost;;12920.0;12.92
2448;2016-02;Papier;;Annahmestelle;;RE Ost;;24510.0;24.51
2451;2016-03;Karton;;Annahmestelle;;RE Ost;;0.0;0.0
2452;2016-04;Papier;;Annahmestelle;;RE Ost;;26790.0;26.79
2456;2016-06;Papier;;Annahmestelle;;RE Ost;;26810.0;26.81
2459;2016-07;Karton;;Annahmestelle;;RE Ost;;10470.0;10.47
2465;2016-10;Karton;;Annahmestelle;;RE Ost;;15110.0;15.11
2470;2017-01;Papier;;Annahmestelle;;RE Ost;;29560.0;29.56
2489;2017-10;Karton;;Annahmestelle;;RE Ost;;11840.0;11.84
2490;2017-11;Papier;;Annahmestelle;;RE Ost;;23510.0;23.51
2493;2017-12;Karton;;Annahmestelle;;RE Ost;;7810.0;7.81
2496;2018-02;Papier;;Annahmestelle;;RE Ost;;10100.0;10.1
2499;2018-03;Karton;;Annahmestelle;;RE Ost;;6090.0;6.09
2507;2018-07;Karton;;Annahmestelle;;RE Ost;;14980.0;14.98
2509;2018-08;Karton;;Annahmestelle;;RE Ost;;8230.0;8.23
2514;2018-11;Papier;;Annahmestelle;;RE Ost;;58300.0;58.3
2515;2018-11;Karton;;Annahmestelle;;RE Ost;;5360.0;5.36
2516;2018-12;Papier;;Annahmestelle;;RE Ost;;51250.0;51.25
2517;2018-12;Karton;;Annahmestelle;;RE Ost;;16340.0;16.34
2525;2019-04;Karton;;Annahmestelle;;RE Ost;;11150.0;11.15
2526;2019-05;Papier;;Annahmestelle;;RE Ost;;45010.0;45.01
2530;2019-07;Papier;;Annahmestelle;;RE Ost;;52410.0;52.41
2538;2019-11;Papier;;Annahmestelle;;RE Ost;;47440.0;47.44
2544;2020-02;Papier;;Annahmestelle;;RE Ost;;51870.0;51.87
2550;2020-05;Papier;;Annahmestelle;;RE Ost;;54430.0;54.43
2554;2020-07;Papier;;Annahmestelle;;RE Ost;;55680.0;55.68
2555;2020-07;Karton;;Annahmestelle;;RE Ost;;57460.0;57.46
2560;2020-10;Papier;;Annahmestelle;;RE Ost;;61370.0;61.37
2561;2020-10;Karton;;Annahmestelle;;RE Ost;;60970.0;60.97
2565;2020-12;Karton;;Annahmestelle;;RE Ost;;69300.0;69.3
2583;2021-09;Karton;;Annahmestelle;;RE Ost;;47030.0;47.03
2585;2021-10;Karton;;Annahmestelle;;RE Ost;;45680.0;45.68
2603;2016-02;Glas;;Annahmestelle;;Sammelstellen;;216100.0;216.1
2604;2016-03;Glas;;Annahmestelle;;Sammelstellen;;202420.0;202.42
2606;2016-05;Glas;;Annahmestelle;;Sammelstellen;;231760.0;231.76
2608;2016-07;Glas;;Annahmestelle;;Sammelstellen;;206780.0;206.78
2609;2016-08;Glas;;Annahmestelle;;Sammelstellen;;211020.0;211.02
2611;2016-10;Glas;;Annahmestelle;;Sammelstellen;;208480.0;208.48
2619;2017-06;Glas;;Annahmestelle;;Sammelstellen;;193190.0;193.19
2626;2018-01;Glas;;Annahmestelle;;Sammelstellen;;252720.0;252.72
2631;2018-06;Glas;;Annahmestelle;;Sammelstellen;;195590.0;195.59
2635;2018-10;Glas;;Annahmestelle;;Sammelstellen;;215780.0;215.78
2638;2019-01;Glas;;Annahmestelle;;Sammelstellen;;217920.0;217.92
2640;2019-03;Glas;;Annahmestelle;;Sammelstellen;;193850.0;193.85
2642;2019-05;Glas;;Annahmestelle;;Sammelstellen;;196610.0;196.61
2649;2019-12;Glas;;Annahmestelle;;Sammelstellen;;253200.0;253.2
2661;2020-12;Glas;;Annahmestelle;;Sammelstellen;;250510.0;250.51
2669;2021-08;Glas;;Annahmestelle;;Sammelstellen;;213150.0;213.15
2673;2021-12;Glas;;Annahmestelle;;Sammelstellen;;241490.0;241.49
2686;2016-01;Dosen;;Annahmestelle;;Sammelstellen;;14260.0;14.26
2695;2016-10;Dosen;;Annahmestelle;;Sammelstellen;;11260.0;11.26
2703;2017-06;Dosen;;Annahmestelle;;Sammelstellen;;14300.0;14.3
2706;2017-09;Dosen;;Annahmestelle;;Sammelstellen;;14340.0;14.34
2717;2018-08;Dosen;;Annahmestelle;;Sammelstellen;;11460.0;11.46
2726;2019-05;Dosen;;Annahmestelle;;Sammelstellen;;15700.0;15.7
2731;2019-10;Dosen;;Annahmestelle;;Sammelstellen;;18000.0;18.0
